id,run_name,passed,total
337,Codex--GLM-5.1,5,18
340,Codex--GLM-5.1,8,20
346,Codex--GLM-5.1,7,16
354,Codex--GLM-5.1,13,19
357,Codex--GLM-5.1,1,11
358,Codex--GLM-5.1,8,15
359,Codex--GLM-5.1,10,14
360,Codex--GLM-5.1,15,21
363,Codex--GLM-5.1,19,22
372,Codex--GLM-5.1,8,20
373,Codex--GLM-5.1,10,20
374,Codex--GLM-5.1,7,15
380,Codex--GLM-5.1,0,25
381,Codex--GLM-5.1,6,20
386,Codex--GLM-5.1,9,25
388,Codex--GLM-5.1,14,22
3,Codex--GPT-5.4,13,21
7,Codex--GPT-5.4,1,10
13,Codex--GPT-5.4,3,19
15,Codex--GPT-5.4,9,16
23,Codex--GPT-5.4,6,20
33,Codex--GPT-5.4,11,19
35,Codex--GPT-5.4,3,26
37,Codex--GPT-5.4,9,20
38,Codex--GPT-5.4,0,18
44,Codex--GPT-5.4,10,16
45,Codex--GPT-5.4,8,19
47,Codex--GPT-5.4,12,20
53,Codex--GPT-5.4,11,11
54,Codex--GPT-5.4,11,18
55,Codex--GPT-5.4,9,20
72,Codex--GPT-5.4,0,20
75,Codex--GPT-5.4,5,21
78,Codex--GPT-5.4,2,20
79,Codex--GPT-5.4,13,13
83,Codex--GPT-5.4,5,23
85,Codex--GPT-5.4,21,21
87,Codex--GPT-5.4,21,21
91,Codex--GPT-5.4,6,7
92,Codex--GPT-5.4,6,6
94,Codex--GPT-5.4,0,8
95,Codex--GPT-5.4,0,12
100,Codex--GPT-5.4,0,7
102,Codex--GPT-5.4,4,8
107,Codex--GPT-5.4,16,25
108,Codex--GPT-5.4,16,21
115,Codex--GPT-5.4,8,18
116,Codex--GPT-5.4,0,21
120,Codex--GPT-5.4,10,22
124,Codex--GPT-5.4,15,17
127,Codex--GPT-5.4,21,21
128,Codex--GPT-5.4,9,17
129,Codex--GPT-5.4,0,20
131,Codex--GPT-5.4,0,22
137,Codex--GPT-5.4,20,24
139,Codex--GPT-5.4,7,25
143,Codex--GPT-5.4,11,24
146,Codex--GPT-5.4,4,26
152,Codex--GPT-5.4,12,20
154,Codex--GPT-5.4,14,24
158,Codex--GPT-5.4,8,22
159,Codex--GPT-5.4,24,24
160,Codex--GPT-5.4,19,20
161,Codex--GPT-5.4,17,24
171,Codex--GPT-5.4,16,18
175,Codex--GPT-5.4,11,12
178,Codex--GPT-5.4,0,10
191,Codex--GPT-5.4,2,23
192,Codex--GPT-5.4,7,17
207,Codex--GPT-5.4,5,21
224,Codex--GPT-5.4,5,19
226,Codex--GPT-5.4,6,22
227,Codex--GPT-5.4,22,25
232,Codex--GPT-5.4,11,19
242,Codex--GPT-5.4,10,13
244,Codex--GPT-5.4,19,20
251,Codex--GPT-5.4,22,22
255,Codex--GPT-5.4,0,18
258,Codex--GPT-5.4,4,16
266,Codex--GPT-5.4,17,20
267,Codex--GPT-5.4,12,16
269,Codex--GPT-5.4,9,18
274,Codex--GPT-5.4,4,20
276,Codex--GPT-5.4,17,20
277,Codex--GPT-5.4,16,18
278,Codex--GPT-5.4,11,20
281,Codex--GPT-5.4,19,21
284,Codex--GPT-5.4,17,17
286,Codex--GPT-5.4,8,18
287,Codex--GPT-5.4,9,20
288,Codex--GPT-5.4,5,19
289,Codex--GPT-5.4,7,15
291,Codex--GPT-5.4,6,19
300,Codex--GPT-5.4,14,14
306,Codex--GPT-5.4,3,20
311,Codex--GPT-5.4,9,21
314,Codex--GPT-5.4,11,18
328,Codex--GPT-5.4,9,16
329,Codex--GPT-5.4,0,14
334,Codex--GPT-5.4,0,18
337,Codex--GPT-5.4,0,18
340,Codex--GPT-5.4,4,20
346,Codex--GPT-5.4,7,16
354,Codex--GPT-5.4,3,19
357,Codex--GPT-5.4,0,11
358,Codex--GPT-5.4,4,15
359,Codex--GPT-5.4,11,14
360,Codex--GPT-5.4,0,21
363,Codex--GPT-5.4,21,22
372,Codex--GPT-5.4,9,20
373,Codex--GPT-5.4,10,20
374,Codex--GPT-5.4,8,15
380,Codex--GPT-5.4,8,25
381,Codex--GPT-5.4,7,20
386,Codex--GPT-5.4,11,25
388,Codex--GPT-5.4,9,22
3,Codex--Gemini-3.1-Pro,14,21
7,Codex--Gemini-3.1-Pro,1,10
13,Codex--Gemini-3.1-Pro,0,19
15,Codex--Gemini-3.1-Pro,7,16
23,Codex--Gemini-3.1-Pro,3,20
33,Codex--Gemini-3.1-Pro,7,19
35,Codex--Gemini-3.1-Pro,4,26
37,Codex--Gemini-3.1-Pro,3,20
38,Codex--Gemini-3.1-Pro,4,18
44,Codex--Gemini-3.1-Pro,6,16
45,Codex--Gemini-3.1-Pro,12,19
47,Codex--Gemini-3.1-Pro,8,20
53,Codex--Gemini-3.1-Pro,6,11
54,Codex--Gemini-3.1-Pro,4,18
55,Codex--Gemini-3.1-Pro,3,20
72,Codex--Gemini-3.1-Pro,18,20
75,Codex--Gemini-3.1-Pro,6,21
78,Codex--Gemini-3.1-Pro,3,20
79,Codex--Gemini-3.1-Pro,11,13
83,Codex--Gemini-3.1-Pro,2,23
85,Codex--Gemini-3.1-Pro,8,21
87,Codex--Gemini-3.1-Pro,1,21
91,Codex--Gemini-3.1-Pro,6,7
92,Codex--Gemini-3.1-Pro,0,6
94,Codex--Gemini-3.1-Pro,8,8
95,Codex--Gemini-3.1-Pro,0,12
100,Codex--Gemini-3.1-Pro,0,7
102,Codex--Gemini-3.1-Pro,6,8
107,Codex--Gemini-3.1-Pro,11,25
108,Codex--Gemini-3.1-Pro,10,21
115,Codex--Gemini-3.1-Pro,3,18
116,Codex--Gemini-3.1-Pro,0,21
120,Codex--Gemini-3.1-Pro,0,22
124,Codex--Gemini-3.1-Pro,0,17
127,Codex--Gemini-3.1-Pro,21,21
128,Codex--Gemini-3.1-Pro,5,17
129,Codex--Gemini-3.1-Pro,20,20
131,Codex--Gemini-3.1-Pro,4,22
137,Codex--Gemini-3.1-Pro,4,24
139,Codex--Gemini-3.1-Pro,1,25
143,Codex--Gemini-3.1-Pro,0,24
146,Codex--Gemini-3.1-Pro,1,26
152,Codex--Gemini-3.1-Pro,0,20
154,Codex--Gemini-3.1-Pro,14,24
158,Codex--Gemini-3.1-Pro,2,22
159,Codex--Gemini-3.1-Pro,24,24
160,Codex--Gemini-3.1-Pro,18,20
161,Codex--Gemini-3.1-Pro,10,24
171,Codex--Gemini-3.1-Pro,12,18
175,Codex--Gemini-3.1-Pro,7,12
178,Codex--Gemini-3.1-Pro,4,10
191,Codex--Gemini-3.1-Pro,2,23
192,Codex--Gemini-3.1-Pro,2,17
207,Codex--Gemini-3.1-Pro,1,20
224,Codex--Gemini-3.1-Pro,4,19
226,Codex--Gemini-3.1-Pro,6,22
227,Codex--Gemini-3.1-Pro,22,25
232,Codex--Gemini-3.1-Pro,2,19
242,Codex--Gemini-3.1-Pro,8,13
244,Codex--Gemini-3.1-Pro,4,20
251,Codex--Gemini-3.1-Pro,21,22
255,Codex--Gemini-3.1-Pro,7,18
258,Codex--Gemini-3.1-Pro,3,16
266,Codex--Gemini-3.1-Pro,13,20
267,Codex--Gemini-3.1-Pro,9,16
269,Codex--Gemini-3.1-Pro,7,18
274,Codex--Gemini-3.1-Pro,4,20
276,Codex--Gemini-3.1-Pro,5,20
277,Codex--Gemini-3.1-Pro,4,18
278,Codex--Gemini-3.1-Pro,0,20
281,Codex--Gemini-3.1-Pro,12,21
284,Codex--Gemini-3.1-Pro,17,17
286,Codex--Gemini-3.1-Pro,4,18
287,Codex--Gemini-3.1-Pro,4,20
288,Codex--Gemini-3.1-Pro,3,19
289,Codex--Gemini-3.1-Pro,4,15
291,Codex--Gemini-3.1-Pro,2,19
300,Codex--Gemini-3.1-Pro,8,14
306,Codex--Gemini-3.1-Pro,2,20
311,Codex--Gemini-3.1-Pro,0,21
314,Codex--Gemini-3.1-Pro,0,18
328,Codex--Gemini-3.1-Pro,0,16
329,Codex--Gemini-3.1-Pro,6,14
334,Codex--Gemini-3.1-Pro,0,18
337,Codex--Gemini-3.1-Pro,0,18
340,Codex--Gemini-3.1-Pro,0,20
346,Codex--Gemini-3.1-Pro,3,16
354,Codex--Gemini-3.1-Pro,3,19
357,Codex--Gemini-3.1-Pro,7,11
358,Codex--Gemini-3.1-Pro,3,15
359,Codex--Gemini-3.1-Pro,9,14
360,Codex--Gemini-3.1-Pro,9,21
363,Codex--Gemini-3.1-Pro,14,22
372,Codex--Gemini-3.1-Pro,7,20
373,Codex--Gemini-3.1-Pro,5,20
374,Codex--Gemini-3.1-Pro,3,15
380,Codex--Gemini-3.1-Pro,5,25
381,Codex--Gemini-3.1-Pro,2,20
386,Codex--Gemini-3.1-Pro,1,25
388,Codex--Gemini-3.1-Pro,0,22
3,Codex--Grok-4.3,3,21
7,Codex--Grok-4.3,7,10
13,Codex--Grok-4.3,5,19
15,Codex--Grok-4.3,7,16
23,Codex--Grok-4.3,5,20
33,Codex--Grok-4.3,1,19
35,Codex--Grok-4.3,1,26
37,Codex--Grok-4.3,1,20
38,Codex--Grok-4.3,6,18
44,Codex--Grok-4.3,9,16
45,Codex--Grok-4.3,6,19
47,Codex--Grok-4.3,7,20
53,Codex--Grok-4.3,9,11
54,Codex--Grok-4.3,8,18
55,Codex--Grok-4.3,11,20
72,Codex--Grok-4.3,20,20
75,Codex--Grok-4.3,12,21
78,Codex--Grok-4.3,6,20
79,Codex--Grok-4.3,7,13
83,Codex--Grok-4.3,2,23
85,Codex--Grok-4.3,21,21
87,Codex--Grok-4.3,20,21
91,Codex--Grok-4.3,7,7
92,Codex--Grok-4.3,6,6
94,Codex--Grok-4.3,8,8
95,Codex--Grok-4.3,0,12
100,Codex--Grok-4.3,7,7
102,Codex--Grok-4.3,0,8
107,Codex--Grok-4.3,4,25
108,Codex--Grok-4.3,19,21
115,Codex--Grok-4.3,5,18
116,Codex--Grok-4.3,0,21
120,Codex--Grok-4.3,1,22
124,Codex--Grok-4.3,0,17
127,Codex--Grok-4.3,21,21
128,Codex--Grok-4.3,3,17
129,Codex--Grok-4.3,20,20
131,Codex--Grok-4.3,5,22
137,Codex--Grok-4.3,0,24
139,Codex--Grok-4.3,6,25
143,Codex--Grok-4.3,2,24
146,Codex--Grok-4.3,0,26
152,Codex--Grok-4.3,0,20
154,Codex--Grok-4.3,1,24
158,Codex--Grok-4.3,10,22
159,Codex--Grok-4.3,22,24
160,Codex--Grok-4.3,18,20
161,Codex--Grok-4.3,3,24
171,Codex--Grok-4.3,14,18
175,Codex--Grok-4.3,7,12
178,Codex--Grok-4.3,10,10
191,Codex--Grok-4.3,2,23
192,Codex--Grok-4.3,3,17
207,Codex--Grok-4.3,2,20
224,Codex--Grok-4.3,2,19
226,Codex--Grok-4.3,2,22
227,Codex--Grok-4.3,13,25
232,Codex--Grok-4.3,3,19
242,Codex--Grok-4.3,8,13
244,Codex--Grok-4.3,7,20
251,Codex--Grok-4.3,22,22
255,Codex--Grok-4.3,4,18
258,Codex--Grok-4.3,1,16
266,Codex--Grok-4.3,13,20
267,Codex--Grok-4.3,14,16
269,Codex--Grok-4.3,2,18
274,Codex--Grok-4.3,6,20
276,Codex--Grok-4.3,12,20
277,Codex--Grok-4.3,11,18
278,Codex--Grok-4.3,7,20
281,Codex--Grok-4.3,15,21
284,Codex--Grok-4.3,15,17
286,Codex--Grok-4.3,5,18
287,Codex--Grok-4.3,3,20
288,Codex--Grok-4.3,4,19
289,Codex--Grok-4.3,3,15
291,Codex--Grok-4.3,12,19
300,Codex--Grok-4.3,7,14
306,Codex--Grok-4.3,3,20
311,Codex--Grok-4.3,6,21
314,Codex--Grok-4.3,12,18
328,Codex--Grok-4.3,0,16
329,Codex--Grok-4.3,2,14
334,Codex--Grok-4.3,3,18
337,Codex--Grok-4.3,0,18
340,Codex--Grok-4.3,2,20
346,Codex--Grok-4.3,0,16
354,Codex--Grok-4.3,0,19
357,Codex--Grok-4.3,7,11
358,Codex--Grok-4.3,7,15
359,Codex--Grok-4.3,8,14
360,Codex--Grok-4.3,10,21
363,Codex--Grok-4.3,10,22
372,Codex--Grok-4.3,9,20
373,Codex--Grok-4.3,11,20
374,Codex--Grok-4.3,4,15
380,Codex--Grok-4.3,0,25
381,Codex--Grok-4.3,0,20
386,Codex--Grok-4.3,4,25
388,Codex--Grok-4.3,8,22
3,Codex--MiniMax-M2.7,14,21
7,Codex--MiniMax-M2.7,0,10
13,Codex--MiniMax-M2.7,8,19
15,Codex--MiniMax-M2.7,1,16
23,Codex--MiniMax-M2.7,0,20
33,Codex--MiniMax-M2.7,13,19
35,Codex--MiniMax-M2.7,3,26
37,Codex--MiniMax-M2.7,5,20
38,Codex--MiniMax-M2.7,0,18
44,Codex--MiniMax-M2.7,9,16
45,Codex--MiniMax-M2.7,3,19
47,Codex--MiniMax-M2.7,20,20
53,Codex--MiniMax-M2.7,11,11
54,Codex--MiniMax-M2.7,5,18
55,Codex--MiniMax-M2.7,15,20
72,Codex--MiniMax-M2.7,19,20
75,Codex--MiniMax-M2.7,7,21
78,Codex--MiniMax-M2.7,5,20
79,Codex--MiniMax-M2.7,13,13
83,Codex--MiniMax-M2.7,2,23
85,Codex--MiniMax-M2.7,21,21
87,Codex--MiniMax-M2.7,1,21
91,Codex--MiniMax-M2.7,6,7
92,Codex--MiniMax-M2.7,5,6
94,Codex--MiniMax-M2.7,8,8
95,Codex--MiniMax-M2.7,0,12
100,Codex--MiniMax-M2.7,7,7
102,Codex--MiniMax-M2.7,5,8
107,Codex--MiniMax-M2.7,13,25
108,Codex--MiniMax-M2.7,17,21
115,Codex--MiniMax-M2.7,6,18
116,Codex--MiniMax-M2.7,3,21
120,Codex--MiniMax-M2.7,0,22
124,Codex--MiniMax-M2.7,0,17
127,Codex--MiniMax-M2.7,21,21
128,Codex--MiniMax-M2.7,4,17
129,Codex--MiniMax-M2.7,20,20
131,Codex--MiniMax-M2.7,6,22
137,Codex--MiniMax-M2.7,21,24
139,Codex--MiniMax-M2.7,4,25
143,Codex--MiniMax-M2.7,3,24
146,Codex--MiniMax-M2.7,2,26
152,Codex--MiniMax-M2.7,0,20
154,Codex--MiniMax-M2.7,3,24
158,Codex--MiniMax-M2.7,10,22
159,Codex--MiniMax-M2.7,24,24
160,Codex--MiniMax-M2.7,0,20
161,Codex--MiniMax-M2.7,11,24
171,Codex--MiniMax-M2.7,18,18
175,Codex--MiniMax-M2.7,12,12
178,Codex--MiniMax-M2.7,10,10
191,Codex--MiniMax-M2.7,21,23
192,Codex--MiniMax-M2.7,6,17
207,Codex--MiniMax-M2.7,3,20
224,Codex--MiniMax-M2.7,4,19
226,Codex--MiniMax-M2.7,7,22
227,Codex--MiniMax-M2.7,15,25
232,Codex--MiniMax-M2.7,8,19
242,Codex--MiniMax-M2.7,2,13
244,Codex--MiniMax-M2.7,20,20
251,Codex--MiniMax-M2.7,22,22
255,Codex--MiniMax-M2.7,5,18
258,Codex--MiniMax-M2.7,4,16
266,Codex--MiniMax-M2.7,16,20
267,Codex--MiniMax-M2.7,14,16
269,Codex--MiniMax-M2.7,10,18
274,Codex--MiniMax-M2.7,0,20
276,Codex--MiniMax-M2.7,14,20
277,Codex--MiniMax-M2.7,15,18
278,Codex--MiniMax-M2.7,9,20
281,Codex--MiniMax-M2.7,16,21
284,Codex--MiniMax-M2.7,6,17
286,Codex--MiniMax-M2.7,12,18
287,Codex--MiniMax-M2.7,2,20
288,Codex--MiniMax-M2.7,3,19
289,Codex--MiniMax-M2.7,4,15
291,Codex--MiniMax-M2.7,0,19
300,Codex--MiniMax-M2.7,10,14
306,Codex--MiniMax-M2.7,0,20
311,Codex--MiniMax-M2.7,0,21
314,Codex--MiniMax-M2.7,11,18
328,Codex--MiniMax-M2.7,4,16
329,Codex--MiniMax-M2.7,6,14
334,Codex--MiniMax-M2.7,0,18
337,Codex--MiniMax-M2.7,0,19
340,Codex--MiniMax-M2.7,0,20
346,Codex--MiniMax-M2.7,1,16
354,Codex--MiniMax-M2.7,7,19
357,Codex--MiniMax-M2.7,11,11
358,Codex--MiniMax-M2.7,13,15
359,Codex--MiniMax-M2.7,1,14
360,Codex--MiniMax-M2.7,8,21
363,Codex--MiniMax-M2.7,22,22
372,Codex--MiniMax-M2.7,8,20
373,Codex--MiniMax-M2.7,10,20
374,Codex--MiniMax-M2.7,0,15
380,Codex--MiniMax-M2.7,9,25
381,Codex--MiniMax-M2.7,5,20
386,Codex--MiniMax-M2.7,0,27
388,Codex--MiniMax-M2.7,0,22
3,Codex--Qwen-3.6-Plus,16,21
7,Codex--Qwen-3.6-Plus,0,10
13,Codex--Qwen-3.6-Plus,6,19
15,Codex--Qwen-3.6-Plus,5,16
23,Codex--Qwen-3.6-Plus,6,20
33,Codex--Qwen-3.6-Plus,4,19
35,Codex--Qwen-3.6-Plus,7,26
37,Codex--Qwen-3.6-Plus,1,20
38,Codex--Qwen-3.6-Plus,0,18
44,Codex--Qwen-3.6-Plus,12,16
45,Codex--Qwen-3.6-Plus,6,19
47,Codex--Qwen-3.6-Plus,0,20
53,Codex--Qwen-3.6-Plus,10,11
54,Codex--Qwen-3.6-Plus,7,18
55,Codex--Qwen-3.6-Plus,14,20
72,Codex--Qwen-3.6-Plus,0,20
75,Codex--Qwen-3.6-Plus,0,22
78,Codex--Qwen-3.6-Plus,18,20
79,Codex--Qwen-3.6-Plus,13,13
83,Codex--Qwen-3.6-Plus,20,23
85,Codex--Qwen-3.6-Plus,20,21
87,Codex--Qwen-3.6-Plus,21,21
91,Codex--Qwen-3.6-Plus,7,7
92,Codex--Qwen-3.6-Plus,6,6
94,Codex--Qwen-3.6-Plus,8,8
95,Codex--Qwen-3.6-Plus,0,12
100,Codex--Qwen-3.6-Plus,7,7
102,Codex--Qwen-3.6-Plus,8,8
107,Codex--Qwen-3.6-Plus,20,25
108,Codex--Qwen-3.6-Plus,18,21
115,Codex--Qwen-3.6-Plus,0,18
116,Codex--Qwen-3.6-Plus,9,21
120,Codex--Qwen-3.6-Plus,0,22
124,Codex--Qwen-3.6-Plus,0,17
127,Codex--Qwen-3.6-Plus,21,21
128,Codex--Qwen-3.6-Plus,13,17
129,Codex--Qwen-3.6-Plus,19,20
131,Codex--Qwen-3.6-Plus,0,22
137,Codex--Qwen-3.6-Plus,17,24
139,Codex--Qwen-3.6-Plus,4,25
143,Codex--Qwen-3.6-Plus,3,24
146,Codex--Qwen-3.6-Plus,21,26
152,Codex--Qwen-3.6-Plus,0,20
154,Codex--Qwen-3.6-Plus,22,24
158,Codex--Qwen-3.6-Plus,12,22
159,Codex--Qwen-3.6-Plus,7,24
160,Codex--Qwen-3.6-Plus,0,20
161,Codex--Qwen-3.6-Plus,3,24
171,Codex--Qwen-3.6-Plus,18,18
175,Codex--Qwen-3.6-Plus,9,12
178,Codex--Qwen-3.6-Plus,8,10
191,Codex--Qwen-3.6-Plus,13,23
192,Codex--Qwen-3.6-Plus,8,17
207,Codex--Qwen-3.6-Plus,8,20
224,Codex--Qwen-3.6-Plus,14,19
226,Codex--Qwen-3.6-Plus,3,22
227,Codex--Qwen-3.6-Plus,20,25
232,Codex--Qwen-3.6-Plus,0,19
242,Codex--Qwen-3.6-Plus,4,13
244,Codex--Qwen-3.6-Plus,0,20
251,Codex--Qwen-3.6-Plus,0,22
255,Codex--Qwen-3.6-Plus,18,18
258,Codex--Qwen-3.6-Plus,4,16
266,Codex--Qwen-3.6-Plus,18,20
267,Codex--Qwen-3.6-Plus,13,16
269,Codex--Qwen-3.6-Plus,0,18
274,Codex--Qwen-3.6-Plus,9,20
276,Codex--Qwen-3.6-Plus,19,20
277,Codex--Qwen-3.6-Plus,14,18
278,Codex--Qwen-3.6-Plus,14,20
281,Codex--Qwen-3.6-Plus,17,21
284,Codex--Qwen-3.6-Plus,4,17
286,Codex--Qwen-3.6-Plus,0,18
287,Codex--Qwen-3.6-Plus,0,20
288,Codex--Qwen-3.6-Plus,0,19
289,Codex--Qwen-3.6-Plus,4,15
291,Codex--Qwen-3.6-Plus,19,19
300,Codex--Qwen-3.6-Plus,12,14
306,Codex--Qwen-3.6-Plus,12,20
311,Codex--Qwen-3.6-Plus,9,21
314,Codex--Qwen-3.6-Plus,11,18
328,Codex--Qwen-3.6-Plus,10,16
329,Codex--Qwen-3.6-Plus,0,14
334,Codex--Qwen-3.6-Plus,8,18
337,Codex--Qwen-3.6-Plus,0,18
340,Codex--Qwen-3.6-Plus,8,20
346,Codex--Qwen-3.6-Plus,0,16
354,Codex--Qwen-3.6-Plus,0,19
357,Codex--Qwen-3.6-Plus,11,11
358,Codex--Qwen-3.6-Plus,9,15
359,Codex--Qwen-3.6-Plus,12,14
360,Codex--Qwen-3.6-Plus,0,21
363,Codex--Qwen-3.6-Plus,0,22
372,Codex--Qwen-3.6-Plus,7,20
373,Codex--Qwen-3.6-Plus,9,20
374,Codex--Qwen-3.6-Plus,5,15
380,Codex--Qwen-3.6-Plus,9,25
381,Codex--Qwen-3.6-Plus,0,20
386,Codex--Qwen-3.6-Plus,0,25
388,Codex--Qwen-3.6-Plus,0,22
3,DeepAgent--GLM-5.1,17,21
7,DeepAgent--GLM-5.1,0,10
13,DeepAgent--GLM-5.1,7,19
15,DeepAgent--GLM-5.1,9,16
23,DeepAgent--GLM-5.1,9,20
33,DeepAgent--GLM-5.1,10,19
35,DeepAgent--GLM-5.1,5,26
37,DeepAgent--GLM-5.1,4,20
38,DeepAgent--GLM-5.1,13,18
44,DeepAgent--GLM-5.1,12,16
45,DeepAgent--GLM-5.1,11,19
47,DeepAgent--GLM-5.1,11,20
53,DeepAgent--GLM-5.1,0,11
54,DeepAgent--GLM-5.1,15,18
55,DeepAgent--GLM-5.1,19,20
72,DeepAgent--GLM-5.1,20,20
75,DeepAgent--GLM-5.1,12,21
78,DeepAgent--GLM-5.1,5,20
79,DeepAgent--GLM-5.1,13,13
83,DeepAgent--GLM-5.1,2,23
85,DeepAgent--GLM-5.1,19,21
87,DeepAgent--GLM-5.1,20,21
91,DeepAgent--GLM-5.1,7,7
92,DeepAgent--GLM-5.1,6,6
94,DeepAgent--GLM-5.1,8,8
95,DeepAgent--GLM-5.1,12,12
100,DeepAgent--GLM-5.1,7,7
102,DeepAgent--GLM-5.1,3,8
107,DeepAgent--GLM-5.1,21,25
108,DeepAgent--GLM-5.1,18,21
115,DeepAgent--GLM-5.1,7,18
116,DeepAgent--GLM-5.1,9,21
120,DeepAgent--GLM-5.1,15,22
124,DeepAgent--GLM-5.1,16,17
127,DeepAgent--GLM-5.1,21,21
128,DeepAgent--GLM-5.1,11,17
129,DeepAgent--GLM-5.1,20,20
131,DeepAgent--GLM-5.1,5,22
137,DeepAgent--GLM-5.1,0,24
139,DeepAgent--GLM-5.1,22,25
143,DeepAgent--GLM-5.1,3,24
146,DeepAgent--GLM-5.1,2,26
152,DeepAgent--GLM-5.1,9,20
154,DeepAgent--GLM-5.1,15,24
158,DeepAgent--GLM-5.1,11,22
159,DeepAgent--GLM-5.1,24,24
160,DeepAgent--GLM-5.1,19,20
161,DeepAgent--GLM-5.1,13,24
171,DeepAgent--GLM-5.1,17,18
175,DeepAgent--GLM-5.1,11,12
178,DeepAgent--GLM-5.1,6,10
191,DeepAgent--GLM-5.1,23,23
192,DeepAgent--GLM-5.1,9,17
207,DeepAgent--GLM-5.1,10,20
224,DeepAgent--GLM-5.1,2,19
226,DeepAgent--GLM-5.1,7,22
227,DeepAgent--GLM-5.1,18,25
232,DeepAgent--GLM-5.1,8,19
242,DeepAgent--GLM-5.1,8,13
244,DeepAgent--GLM-5.1,19,20
251,DeepAgent--GLM-5.1,22,22
255,DeepAgent--GLM-5.1,18,18
258,DeepAgent--GLM-5.1,2,16
266,DeepAgent--GLM-5.1,19,20
267,DeepAgent--GLM-5.1,15,16
269,DeepAgent--GLM-5.1,16,18
274,DeepAgent--GLM-5.1,9,20
276,DeepAgent--GLM-5.1,18,20
277,DeepAgent--GLM-5.1,16,18
278,DeepAgent--GLM-5.1,14,20
281,DeepAgent--GLM-5.1,20,21
284,DeepAgent--GLM-5.1,5,17
286,DeepAgent--GLM-5.1,10,18
287,DeepAgent--GLM-5.1,15,20
288,DeepAgent--GLM-5.1,5,19
289,DeepAgent--GLM-5.1,7,15
291,DeepAgent--GLM-5.1,5,19
300,DeepAgent--GLM-5.1,12,14
306,DeepAgent--GLM-5.1,6,20
311,DeepAgent--GLM-5.1,11,21
314,DeepAgent--GLM-5.1,11,18
328,DeepAgent--GLM-5.1,14,16
329,DeepAgent--GLM-5.1,6,14
334,DeepAgent--GLM-5.1,16,18
337,DeepAgent--GLM-5.1,8,18
340,DeepAgent--GLM-5.1,7,20
346,DeepAgent--GLM-5.1,7,16
354,DeepAgent--GLM-5.1,8,19
357,DeepAgent--GLM-5.1,11,11
