task_id,language,persona,task_diff,task,output_files,metadata_path,rubric_index,rubric_type,rubric,basis_label,basis,reason,checked_files,confidence,input_mask_excluded_files,input_mask_reason
124,cn,Researcher,困难（步骤超过10步且包含协同类型3）,桌面下的ScreenShot_2026-02-07_132218_499.png和ScreenShot_2026-02-07_132225_683.png是我在学习论文一篇论文时的截图，请帮我在论文文件夹中找到这篇论文，并提取论文的摘要，输出为output.txt文件,"[""output.txt""]",packages/hf_latest/tasks/lite/cn/124/metadata_verified.json,8,过程评估,是否正确匹配到论文文件CL-Bench.pdf而不是其他论文文件？,有依据,data_manifest 中唯一论文 PDF 为 CL-Bench.pdf（存储为 data/bc80a4360a7d761b_CL-Bench.pdf）；该 PDF 元数据 Title 与截图标题“CL-bench: A Benchmark for Context Learning”匹配。,输入文件提供了截图标题和对应 PDF 文件名/标题，足以判断应匹配 CL-Bench.pdf。,"[""/home/yukai/project/test/OpenDataBox/Workspace-Bench/evaluation/packages/hf_latest/tasks/lite/cn/124/data/748bf0f4e01ae135_ScreenShot_2026-02-07_132218_499.png"", ""/home/yukai/project/test/OpenDataBox/Workspace-Bench/evaluation/packages/hf_latest/tasks/lite/cn/124/data/8aa7f1d7b4d208b7_ScreenShot_2026-02-07_132225_683.png"", ""/home/yukai/project/test/OpenDataBox/Workspace-Bench/evaluation/packages/hf_latest/tasks/lite/cn/124/data/bc80a4360a7d761b_CL-Bench.pdf""]",0.95,[],
124,cn,Researcher,困难（步骤超过10步且包含协同类型3）,桌面下的ScreenShot_2026-02-07_132218_499.png和ScreenShot_2026-02-07_132225_683.png是我在学习论文一篇论文时的截图，请帮我在论文文件夹中找到这篇论文，并提取论文的摘要，输出为output.txt文件,"[""output.txt""]",packages/hf_latest/tasks/lite/cn/124/metadata_verified.json,9,结果评估,提取的摘要内容是否完整覆盖原论文摘要的所有段落，没有遗漏关键信息？,有依据,PDF 首页 ABSTRACT 是连续一段摘要，从“Current language models...”开始，到“deployment in real-world scenarios.”结束；第二张截图显示同一摘要主体。,原论文摘要边界和全文内容可从 PDF 首页确定，因此“完整覆盖、无遗漏关键信息”有可核验依据。,"[""/home/yukai/project/test/OpenDataBox/Workspace-Bench/evaluation/packages/hf_latest/tasks/lite/cn/124/data/8aa7f1d7b4d208b7_ScreenShot_2026-02-07_132225_683.png"", ""/home/yukai/project/test/OpenDataBox/Workspace-Bench/evaluation/packages/hf_latest/tasks/lite/cn/124/data/bc80a4360a7d761b_CL-Bench.pdf""]",0.94,[],
124,cn,Researcher,困难（步骤超过10步且包含协同类型3）,桌面下的ScreenShot_2026-02-07_132218_499.png和ScreenShot_2026-02-07_132225_683.png是我在学习论文一篇论文时的截图，请帮我在论文文件夹中找到这篇论文，并提取论文的摘要，输出为output.txt文件,"[""output.txt""]",packages/hf_latest/tasks/lite/cn/124/metadata_verified.json,10,结果评估,提取的摘要是否准确陈述了上下文学习(context learning)是人类自然具备但被当前研究 largely overlooked 的关键能力？,有依据,PDF 首页摘要定义 context learning 为 humans naturally possess but has been largely overlooked 的 crucial ability。,rubric 中关于人类自然具备且被当前研究 largely overlooked 的描述直接对应摘要原文。,"[""/home/yukai/project/test/OpenDataBox/Workspace-Bench/evaluation/packages/hf_latest/tasks/lite/cn/124/data/8aa7f1d7b4d208b7_ScreenShot_2026-02-07_132225_683.png"", ""/home/yukai/project/test/OpenDataBox/Workspace-Bench/evaluation/packages/hf_latest/tasks/lite/cn/124/data/bc80a4360a7d761b_CL-Bench.pdf""]",0.97,[],
124,cn,Researcher,困难（步骤超过10步且包含协同类型3）,桌面下的ScreenShot_2026-02-07_132218_499.png和ScreenShot_2026-02-07_132225_683.png是我在学习论文一篇论文时的截图，请帮我在论文文件夹中找到这篇论文，并提取论文的摘要，输出为output.txt文件,"[""output.txt""]",packages/hf_latest/tasks/lite/cn/124/metadata_verified.json,11,结果评估,摘要是否准确说明解决CL-bench中的任务需要模型从上下文中学习训练数据中没有的新知识、规则系统和复杂程序？,有依据,"PDF 首页摘要说明 Resolving tasks in CL-bench requires models to learn from the context，范围包括 new domain-specific knowledge, rule systems, complex procedures，以及 laws derived from empirical data，且这些 absent from pre-training。",rubric 中的新知识、规则系统和复杂程序均为摘要明确列出的任务要求，可稳定核验。,"[""/home/yukai/project/test/OpenDataBox/Workspace-Bench/evaluation/packages/hf_latest/tasks/lite/cn/124/data/8aa7f1d7b4d208b7_ScreenShot_2026-02-07_132225_683.png"", ""/home/yukai/project/test/OpenDataBox/Workspace-Bench/evaluation/packages/hf_latest/tasks/lite/cn/124/data/bc80a4360a7d761b_CL-Bench.pdf""]",0.97,[],
124,cn,Researcher,困难（步骤超过10步且包含协同类型3）,桌面下的ScreenShot_2026-02-07_132218_499.png和ScreenShot_2026-02-07_132225_683.png是我在学习论文一篇论文时的截图，请帮我在论文文件夹中找到这篇论文，并提取论文的摘要，输出为output.txt文件,"[""output.txt""]",packages/hf_latest/tasks/lite/cn/124/metadata_verified.json,12,过程评估,是否成功读取了两张png截图文件识别出论文信息？,有依据,两张 PNG 输入均可读取：第一张为 PDF 第 5 页截图并显示 CL-bench 浏览器标签，第二张为 PDF 第 1 页截图并显示标题、ABSTRACT 和摘要。任务也明确要求使用这两张截图寻找论文。,截图文件可读且包含论文识别信息，因此“成功读取两张 png 识别论文信息”是有输入依据的过程要求。,"[""/home/yukai/project/test/OpenDataBox/Workspace-Bench/evaluation/packages/hf_latest/tasks/lite/cn/124/data/748bf0f4e01ae135_ScreenShot_2026-02-07_132218_499.png"", ""/home/yukai/project/test/OpenDataBox/Workspace-Bench/evaluation/packages/hf_latest/tasks/lite/cn/124/data/8aa7f1d7b4d208b7_ScreenShot_2026-02-07_132225_683.png""]",0.95,[],
124,cn,Researcher,困难（步骤超过10步且包含协同类型3）,桌面下的ScreenShot_2026-02-07_132218_499.png和ScreenShot_2026-02-07_132225_683.png是我在学习论文一篇论文时的截图，请帮我在论文文件夹中找到这篇论文，并提取论文的摘要，输出为output.txt文件,"[""output.txt""]",packages/hf_latest/tasks/lite/cn/124/metadata_verified.json,13,过程评估,是否成功读取了CL-Bench.pdf论文文件找到摘要位置？,有依据,CL-Bench.pdf 可读，pdfinfo 显示 Title 为“CL-bench: A Benchmark for Context Learning”，pdftotext 首页第 14 行附近提取到 ABSTRACT 标题和后续摘要正文。,任务要求提取论文摘要，PDF 中存在明确摘要位置，rubric 可根据输入文件核验。,"[""/home/yukai/project/test/OpenDataBox/Workspace-Bench/evaluation/packages/hf_latest/tasks/lite/cn/124/data/bc80a4360a7d761b_CL-Bench.pdf""]",0.97,[],
124,cn,Researcher,困难（步骤超过10步且包含协同类型3）,桌面下的ScreenShot_2026-02-07_132218_499.png和ScreenShot_2026-02-07_132225_683.png是我在学习论文一篇论文时的截图，请帮我在论文文件夹中找到这篇论文，并提取论文的摘要，输出为output.txt文件,"[""output.txt""]",packages/hf_latest/tasks/lite/cn/124/metadata_verified.json,14,基础评估,是否成功以txt格式输出提取的摘要内容？,有依据,任务原文明确要求“输出为output.txt文件”，metadata.output_files 也列出 output.txt。,txt 输出文件名和格式是任务显式要求，不属于额外隐藏标准。,[],0.98,[],
124,cn,Researcher,困难（步骤超过10步且包含协同类型3）,桌面下的ScreenShot_2026-02-07_132218_499.png和ScreenShot_2026-02-07_132225_683.png是我在学习论文一篇论文时的截图，请帮我在论文文件夹中找到这篇论文，并提取论文的摘要，输出为output.txt文件,"[""output.txt""]",packages/hf_latest/tasks/lite/cn/124/metadata_verified.json,15,结果评估,摘要是否明确区分了CL-bench远超出长上下文任务和传统上下文学习任务的范围？,有依据,"PDF 首页摘要写明 This goes far beyond long-context tasks that primarily test retrieval or reading comprehension, and in-context learning tasks, where models learn simple task patterns via instructions and demonstrations。",摘要原文明确对比了 CL-bench 与长上下文任务、传统 in-context learning 任务的范围差异。,"[""/home/yukai/project/test/OpenDataBox/Workspace-Bench/evaluation/packages/hf_latest/tasks/lite/cn/124/data/8aa7f1d7b4d208b7_ScreenShot_2026-02-07_132225_683.png"", ""/home/yukai/project/test/OpenDataBox/Workspace-Bench/evaluation/packages/hf_latest/tasks/lite/cn/124/data/bc80a4360a7d761b_CL-Bench.pdf""]",0.97,[],
124,cn,Researcher,困难（步骤超过10步且包含协同类型3）,桌面下的ScreenShot_2026-02-07_132218_499.png和ScreenShot_2026-02-07_132225_683.png是我在学习论文一篇论文时的截图，请帮我在论文文件夹中找到这篇论文，并提取论文的摘要，输出为output.txt文件,"[""output.txt""]",packages/hf_latest/tasks/lite/cn/124/metadata_verified.json,16,结果评估,摘要中是否提到所有任务和评估标准都是由经验丰富的领域专家设计的？,有依据,"PDF 首页摘要在列出 500 contexts、1,899 tasks、31,607 rubrics 后写明 all crafted by experienced domain experts；全文后续也说明 contexts/tasks/rubrics 由领域专家设计。",rubric 关于任务和评估标准由经验丰富领域专家设计的事实能从摘要直接得到支持。,"[""/home/yukai/project/test/OpenDataBox/Workspace-Bench/evaluation/packages/hf_latest/tasks/lite/cn/124/data/8aa7f1d7b4d208b7_ScreenShot_2026-02-07_132225_683.png"", ""/home/yukai/project/test/OpenDataBox/Workspace-Bench/evaluation/packages/hf_latest/tasks/lite/cn/124/data/bc80a4360a7d761b_CL-Bench.pdf""]",0.96,[],
127,cn,Researcher,中等（步骤不超过10步且包含协同类型2）,测试项目文件夹的python目录下有10个python文件，帮我总结并生成一份requirement.txt文件,"[""requirement.txt""]",packages/hf_latest/tasks/lite/cn/127/metadata_verified.json,0,基础评估,requirement.txt文件是否成功生成且不为空？,有依据,task 明确要求“生成一份requirement.txt文件”，metadata.output_files 也指定 requirement.txt；8 个输入 Python 文件均含可提取的第三方导入，因此合理结果应生成且非空。,输出文件名来自 task 和 output_files，非空要求可由输入文件中存在多个第三方依赖导入支撑。,"[""/home/yukai/project/test/OpenDataBox/Workspace-Bench/evaluation/packages/hf_latest/tasks/lite/cn/127/data/04615d9bb193d12a_utils.py"", ""/home/yukai/project/test/OpenDataBox/Workspace-Bench/evaluation/packages/hf_latest/tasks/lite/cn/127/data/6ac9cb19a3098459_image.py"", ""/home/yukai/project/test/OpenDataBox/Workspace-Bench/evaluation/packages/hf_latest/tasks/lite/cn/127/data/8b25b51cd1e60a50_machine_learning.py"", ""/home/yukai/project/test/OpenDataBox/Workspace-Bench/evaluation/packages/hf_latest/tasks/lite/cn/127/data/d69a6cacd82e9248_visualization.py"", ""/home/yukai/project/test/OpenDataBox/Workspace-Bench/evaluation/packages/hf_latest/tasks/lite/cn/127/data/e2255788b05171cc_data_process.py"", ""/home/yukai/project/test/OpenDataBox/Workspace-Bench/evaluation/packages/hf_latest/tasks/lite/cn/127/data/e7f3387113605ae4_web_network.py"", ""/home/yukai/project/test/OpenDataBox/Workspace-Bench/evaluation/packages/hf_latest/tasks/lite/cn/127/data/f16f8055bf0dff2a_parsing.py"", ""/home/yukai/project/test/OpenDataBox/Workspace-Bench/evaluation/packages/hf_latest/tasks/lite/cn/127/data/f959101505b37898_database.py""]",0.97,[],
127,cn,Researcher,中等（步骤不超过10步且包含协同类型2）,测试项目文件夹的python目录下有10个python文件，帮我总结并生成一份requirement.txt文件,"[""requirement.txt""]",packages/hf_latest/tasks/lite/cn/127/metadata_verified.json,1,结果评估,requirement.txt中是否包含beautifulsoup4依赖？,有依据,data/f16f8055bf0dff2a_parsing.py 中有 `from bs4 import BeautifulSoup`，bs4 的发行包名通常为 beautifulsoup4。,输入文件直接使用 bs4 导入，生成 requirements 时需要映射为 beautifulsoup4，因此该依赖要求有依据。,"[""/home/yukai/project/test/OpenDataBox/Workspace-Bench/evaluation/packages/hf_latest/tasks/lite/cn/127/data/f16f8055bf0dff2a_parsing.py""]",0.99,[],
127,cn,Researcher,中等（步骤不超过10步且包含协同类型2）,测试项目文件夹的python目录下有10个python文件，帮我总结并生成一份requirement.txt文件,"[""requirement.txt""]",packages/hf_latest/tasks/lite/cn/127/metadata_verified.json,2,结果评估,requirement.txt中是否包含click依赖？,有依据,data/04615d9bb193d12a_utils.py 中有 `import click`，并使用 `@click.command()` 和 `click.echo(...)`。,click 是输入文件实际导入并使用的第三方包，要求包含该依赖有依据。,"[""/home/yukai/project/test/OpenDataBox/Workspace-Bench/evaluation/packages/hf_latest/tasks/lite/cn/127/data/04615d9bb193d12a_utils.py""]",0.99,[],
127,cn,Researcher,中等（步骤不超过10步且包含协同类型2）,测试项目文件夹的python目录下有10个python文件，帮我总结并生成一份requirement.txt文件,"[""requirement.txt""]",packages/hf_latest/tasks/lite/cn/127/metadata_verified.json,3,结果评估,requirement.txt中是否包含flask依赖？,有依据,data/e7f3387113605ae4_web_network.py 中有 `import flask`，并访问 `flask.__version__`。,flask 是输入文件实际导入并使用的第三方包，要求包含该依赖有依据。,"[""/home/yukai/project/test/OpenDataBox/Workspace-Bench/evaluation/packages/hf_latest/tasks/lite/cn/127/data/e7f3387113605ae4_web_network.py""]",0.99,[],
127,cn,Researcher,中等（步骤不超过10步且包含协同类型2）,测试项目文件夹的python目录下有10个python文件，帮我总结并生成一份requirement.txt文件,"[""requirement.txt""]",packages/hf_latest/tasks/lite/cn/127/metadata_verified.json,4,结果评估,requirement.txt中是否包含loguru依赖？,有依据,data/04615d9bb193d12a_utils.py 中有 `from loguru import logger`，并调用 `logger.info(...)`。,loguru 是输入文件实际导入并使用的第三方包，要求包含该依赖有依据。,"[""/home/yukai/project/test/OpenDataBox/Workspace-Bench/evaluation/packages/hf_latest/tasks/lite/cn/127/data/04615d9bb193d12a_utils.py""]",0.99,[],
127,cn,Researcher,中等（步骤不超过10步且包含协同类型2）,测试项目文件夹的python目录下有10个python文件，帮我总结并生成一份requirement.txt文件,"[""requirement.txt""]",packages/hf_latest/tasks/lite/cn/127/metadata_verified.json,5,结果评估,requirement.txt中是否包含matplotlib依赖？,有依据,data/d69a6cacd82e9248_visualization.py 中有 `import matplotlib.pyplot as plt`，并调用绘图和保存图片相关 API。,matplotlib 是输入文件实际导入并使用的第三方包，要求包含该依赖有依据。,"[""/home/yukai/project/test/OpenDataBox/Workspace-Bench/evaluation/packages/hf_latest/tasks/lite/cn/127/data/d69a6cacd82e9248_visualization.py""]",0.99,[],
127,cn,Researcher,中等（步骤不超过10步且包含协同类型2）,测试项目文件夹的python目录下有10个python文件，帮我总结并生成一份requirement.txt文件,"[""requirement.txt""]",packages/hf_latest/tasks/lite/cn/127/metadata_verified.json,6,结果评估,requirement.txt中是否包含numpy依赖？,有依据,data/e2255788b05171cc_data_process.py 中有 `import numpy as np`，并使用 `np.array` 和 `np.mean`。,numpy 是输入文件实际导入并使用的第三方包，要求包含该依赖有依据。,"[""/home/yukai/project/test/OpenDataBox/Workspace-Bench/evaluation/packages/hf_latest/tasks/lite/cn/127/data/e2255788b05171cc_data_process.py""]",0.99,[],
127,cn,Researcher,中等（步骤不超过10步且包含协同类型2）,测试项目文件夹的python目录下有10个python文件，帮我总结并生成一份requirement.txt文件,"[""requirement.txt""]",packages/hf_latest/tasks/lite/cn/127/metadata_verified.json,7,结果评估,requirement.txt中是否包含pandas依赖？,有依据,data/e2255788b05171cc_data_process.py 中有 `import pandas as pd`，并使用 `pd.DataFrame`。,pandas 是输入文件实际导入并使用的第三方包，要求包含该依赖有依据。,"[""/home/yukai/project/test/OpenDataBox/Workspace-Bench/evaluation/packages/hf_latest/tasks/lite/cn/127/data/e2255788b05171cc_data_process.py""]",0.99,[],
127,cn,Researcher,中等（步骤不超过10步且包含协同类型2）,测试项目文件夹的python目录下有10个python文件，帮我总结并生成一份requirement.txt文件,"[""requirement.txt""]",packages/hf_latest/tasks/lite/cn/127/metadata_verified.json,8,结果评估,requirement.txt中是否包含Pillow依赖？,有依据,data/6ac9cb19a3098459_image.py 中有 `from PIL import Image`；PIL 导入名对应的安装包为 Pillow。,输入文件直接使用 PIL 模块，requirements 中应写发行包名 Pillow，因此该依赖要求有依据。,"[""/home/yukai/project/test/OpenDataBox/Workspace-Bench/evaluation/packages/hf_latest/tasks/lite/cn/127/data/6ac9cb19a3098459_image.py""]",0.99,[],
127,cn,Researcher,中等（步骤不超过10步且包含协同类型2）,测试项目文件夹的python目录下有10个python文件，帮我总结并生成一份requirement.txt文件,"[""requirement.txt""]",packages/hf_latest/tasks/lite/cn/127/metadata_verified.json,9,结果评估,requirement.txt中是否包含requests依赖？,有依据,data/e7f3387113605ae4_web_network.py 中有 `import requests`，并调用 `requests.get(...)`。,requests 是输入文件实际导入并使用的第三方包，要求包含该依赖有依据。,"[""/home/yukai/project/test/OpenDataBox/Workspace-Bench/evaluation/packages/hf_latest/tasks/lite/cn/127/data/e7f3387113605ae4_web_network.py""]",0.99,[],
127,cn,Researcher,中等（步骤不超过10步且包含协同类型2）,测试项目文件夹的python目录下有10个python文件，帮我总结并生成一份requirement.txt文件,"[""requirement.txt""]",packages/hf_latest/tasks/lite/cn/127/metadata_verified.json,10,结果评估,requirement.txt中是否包含scikit-learn依赖？,有依据,data/8b25b51cd1e60a50_machine_learning.py 中多处 `from sklearn...` 导入；sklearn 导入名对应的发行包为 scikit-learn。,输入文件直接使用 sklearn 模块，requirements 中应写发行包名 scikit-learn，因此该依赖要求有依据。,"[""/home/yukai/project/test/OpenDataBox/Workspace-Bench/evaluation/packages/hf_latest/tasks/lite/cn/127/data/8b25b51cd1e60a50_machine_learning.py""]",0.99,[],
127,cn,Researcher,中等（步骤不超过10步且包含协同类型2）,测试项目文件夹的python目录下有10个python文件，帮我总结并生成一份requirement.txt文件,"[""requirement.txt""]",packages/hf_latest/tasks/lite/cn/127/metadata_verified.json,11,结果评估,requirement.txt中是否包含sqlalchemy依赖？,有依据,"data/f959101505b37898_database.py 中有 `from sqlalchemy import create_engine, text`，并使用 SQLAlchemy 创建内存数据库连接。",sqlalchemy 是输入文件实际导入并使用的第三方包，要求包含该依赖有依据。,"[""/home/yukai/project/test/OpenDataBox/Workspace-Bench/evaluation/packages/hf_latest/tasks/lite/cn/127/data/f959101505b37898_database.py""]",0.99,[],
127,cn,Researcher,中等（步骤不超过10步且包含协同类型2）,测试项目文件夹的python目录下有10个python文件，帮我总结并生成一份requirement.txt文件,"[""requirement.txt""]",packages/hf_latest/tasks/lite/cn/127/metadata_verified.json,12,结果评估,requirement.txt中是否包含torch依赖？,有依据,data/8b25b51cd1e60a50_machine_learning.py 中有 `import torch`，并调用 `torch.tensor(...)`。,torch 是输入文件实际导入并使用的第三方包，要求包含该依赖有依据。,"[""/home/yukai/project/test/OpenDataBox/Workspace-Bench/evaluation/packages/hf_latest/tasks/lite/cn/127/data/8b25b51cd1e60a50_machine_learning.py""]",0.99,[],
127,cn,Researcher,中等（步骤不超过10步且包含协同类型2）,测试项目文件夹的python目录下有10个python文件，帮我总结并生成一份requirement.txt文件,"[""requirement.txt""]",packages/hf_latest/tasks/lite/cn/127/metadata_verified.json,13,结果评估,requirement.txt中是否包含tqdm依赖？,有依据,data/04615d9bb193d12a_utils.py 中有 `from tqdm import tqdm`，并用 tqdm 包装迭代。,tqdm 是输入文件实际导入并使用的第三方包，要求包含该依赖有依据。,"[""/home/yukai/project/test/OpenDataBox/Workspace-Bench/evaluation/packages/hf_latest/tasks/lite/cn/127/data/04615d9bb193d12a_utils.py""]",0.99,[],
127,cn,Researcher,中等（步骤不超过10步且包含协同类型2）,测试项目文件夹的python目录下有10个python文件，帮我总结并生成一份requirement.txt文件,"[""requirement.txt""]",packages/hf_latest/tasks/lite/cn/127/metadata_verified.json,14,结果评估,requirement.txt中是否总共包含13个第三方依赖包？,有依据,逐个检查 8 个输入文件可得到唯一第三方依赖 13 个：beautifulsoup4、click、flask、loguru、matplotlib、numpy、pandas、Pillow、requests、scikit-learn、sqlalchemy、torch、tqdm；`time` 是标准库不计入。,13 这个精确数量可以由输入文件的 import 语句独立计算，因此该数量要求有依据。,"[""/home/yukai/project/test/OpenDataBox/Workspace-Bench/evaluation/packages/hf_latest/tasks/lite/cn/127/data/04615d9bb193d12a_utils.py"", ""/home/yukai/project/test/OpenDataBox/Workspace-Bench/evaluation/packages/hf_latest/tasks/lite/cn/127/data/6ac9cb19a3098459_image.py"", ""/home/yukai/project/test/OpenDataBox/Workspace-Bench/evaluation/packages/hf_latest/tasks/lite/cn/127/data/8b25b51cd1e60a50_machine_learning.py"", ""/home/yukai/project/test/OpenDataBox/Workspace-Bench/evaluation/packages/hf_latest/tasks/lite/cn/127/data/d69a6cacd82e9248_visualization.py"", ""/home/yukai/project/test/OpenDataBox/Workspace-Bench/evaluation/packages/hf_latest/tasks/lite/cn/127/data/e2255788b05171cc_data_process.py"", ""/home/yukai/project/test/OpenDataBox/Workspace-Bench/evaluation/packages/hf_latest/tasks/lite/cn/127/data/e7f3387113605ae4_web_network.py"", ""/home/yukai/project/test/OpenDataBox/Workspace-Bench/evaluation/packages/hf_latest/tasks/lite/cn/127/data/f16f8055bf0dff2a_parsing.py"", ""/home/yukai/project/test/OpenDataBox/Workspace-Bench/evaluation/packages/hf_latest/tasks/lite/cn/127/data/f959101505b37898_database.py""]",0.98,[],
127,cn,Researcher,中等（步骤不超过10步且包含协同类型2）,测试项目文件夹的python目录下有10个python文件，帮我总结并生成一份requirement.txt文件,"[""requirement.txt""]",packages/hf_latest/tasks/lite/cn/127/metadata_verified.json,15,过程评估,requirement.txt中每个依赖是否单独占一行，符合标准格式？,有依据,task 要求生成 requirement.txt；requirements.txt 的常规标准格式是每个依赖规范独占一行。该格式要求不依赖某个单一输入文件，而来自输出文件类型本身。,生成 requirements 文件本身隐含标准行格式，要求每个依赖单独占一行是合理可核验的输出格式要求。,[],0.9,[],
127,cn,Researcher,中等（步骤不超过10步且包含协同类型2）,测试项目文件夹的python目录下有10个python文件，帮我总结并生成一份requirement.txt文件,"[""requirement.txt""]",packages/hf_latest/tasks/lite/cn/127/metadata_verified.json,16,过程评估,是否所有8个python文件中的第三方依赖都被提取出来了？,有依据,metadata.data_manifest、file_dep_graph 和 data 目录实际列出 8 个 Python 输入文件；这些文件中的第三方依赖可逐一提取。task 文本称有 10 个 Python 文件，但本次给定输入集中实际只有 8 个。,rubric 中“8个python文件”可从本次实际输入文件数量核验；虽然 task 的“10个”与输入集存在冲突，但按给定文件审计时仍有足够依据判断 8 个输入文件的依赖是否全部提取。,"[""/home/yukai/project/test/OpenDataBox/Workspace-Bench/evaluation/packages/hf_latest/tasks/lite/cn/127/data/04615d9bb193d12a_utils.py"", ""/home/yukai/project/test/OpenDataBox/Workspace-Bench/evaluation/packages/hf_latest/tasks/lite/cn/127/data/6ac9cb19a3098459_image.py"", ""/home/yukai/project/test/OpenDataBox/Workspace-Bench/evaluation/packages/hf_latest/tasks/lite/cn/127/data/8b25b51cd1e60a50_machine_learning.py"", ""/home/yukai/project/test/OpenDataBox/Workspace-Bench/evaluation/packages/hf_latest/tasks/lite/cn/127/data/d69a6cacd82e9248_visualization.py"", ""/home/yukai/project/test/OpenDataBox/Workspace-Bench/evaluation/packages/hf_latest/tasks/lite/cn/127/data/e2255788b05171cc_data_process.py"", ""/home/yukai/project/test/OpenDataBox/Workspace-Bench/evaluation/packages/hf_latest/tasks/lite/cn/127/data/e7f3387113605ae4_web_network.py"", ""/home/yukai/project/test/OpenDataBox/Workspace-Bench/evaluation/packages/hf_latest/tasks/lite/cn/127/data/f16f8055bf0dff2a_parsing.py"", ""/home/yukai/project/test/OpenDataBox/Workspace-Bench/evaluation/packages/hf_latest/tasks/lite/cn/127/data/f959101505b37898_database.py""]",0.86,[],
127,cn,Researcher,中等（步骤不超过10步且包含协同类型2）,测试项目文件夹的python目录下有10个python文件，帮我总结并生成一份requirement.txt文件,"[""requirement.txt""]",packages/hf_latest/tasks/lite/cn/127/metadata_verified.json,17,过程评估,是否正确识别出Pillow包对应的导入名为PIL？,有依据,data/6ac9cb19a3098459_image.py 中导入语句为 `from PIL import Image`，而对应的 PyPI 发行包名是 Pillow。,输入文件给出了 PIL 导入名，requirements 需要写 Pillow 包名，这一映射是可核验的依赖命名规则。,"[""/home/yukai/project/test/OpenDataBox/Workspace-Bench/evaluation/packages/hf_latest/tasks/lite/cn/127/data/6ac9cb19a3098459_image.py""]",0.99,[],
127,cn,Researcher,中等（步骤不超过10步且包含协同类型2）,测试项目文件夹的python目录下有10个python文件，帮我总结并生成一份requirement.txt文件,"[""requirement.txt""]",packages/hf_latest/tasks/lite/cn/127/metadata_verified.json,18,过程评估,是否正确识别出beautifulsoup4包对应的导入名为bs4？,有依据,data/f16f8055bf0dff2a_parsing.py 中导入语句为 `from bs4 import BeautifulSoup`，而对应的 PyPI 发行包名是 beautifulsoup4。,输入文件给出了 bs4 导入名，requirements 需要写 beautifulsoup4 包名，这一映射是可核验的依赖命名规则。,"[""/home/yukai/project/test/OpenDataBox/Workspace-Bench/evaluation/packages/hf_latest/tasks/lite/cn/127/data/f16f8055bf0dff2a_parsing.py""]",0.99,[],
127,cn,Researcher,中等（步骤不超过10步且包含协同类型2）,测试项目文件夹的python目录下有10个python文件，帮我总结并生成一份requirement.txt文件,"[""requirement.txt""]",packages/hf_latest/tasks/lite/cn/127/metadata_verified.json,19,基础评估,是否没有包含Python标准库（如time）作为依赖？,有依据,data/04615d9bb193d12a_utils.py 中有 `import time`，同时还有 tqdm、loguru、click 等第三方导入；time 是 Python 标准库，不应写入 requirements.txt。,输入文件包含标准库导入，task 要求生成 requirements 依赖文件，排除标准库是合理且可核验的要求。,"[""/home/yukai/project/test/OpenDataBox/Workspace-Bench/evaluation/packages/hf_latest/tasks/lite/cn/127/data/04615d9bb193d12a_utils.py""]",0.98,[],
127,cn,Researcher,中等（步骤不超过10步且包含协同类型2）,测试项目文件夹的python目录下有10个python文件，帮我总结并生成一份requirement.txt文件,"[""requirement.txt""]",packages/hf_latest/tasks/lite/cn/127/metadata_verified.json,20,结果评估,输出文件中是否没有重复的依赖包？,有依据,从所有输入文件提取第三方依赖时应按发行包去重，例如 machine_learning.py 中多次从 sklearn 子模块导入但只对应一个 scikit-learn 依赖；requirements.txt 通常列唯一包名。,输出 requirements 文件应反映唯一第三方包集合，且输入中存在可导致重复提取的多处同包导入，因此“没有重复依赖包”有依据。,"[""/home/yukai/project/test/OpenDataBox/Workspace-Bench/evaluation/packages/hf_latest/tasks/lite/cn/127/data/04615d9bb193d12a_utils.py"", ""/home/yukai/project/test/OpenDataBox/Workspace-Bench/evaluation/packages/hf_latest/tasks/lite/cn/127/data/6ac9cb19a3098459_image.py"", ""/home/yukai/project/test/OpenDataBox/Workspace-Bench/evaluation/packages/hf_latest/tasks/lite/cn/127/data/8b25b51cd1e60a50_machine_learning.py"", ""/home/yukai/project/test/OpenDataBox/Workspace-Bench/evaluation/packages/hf_latest/tasks/lite/cn/127/data/d69a6cacd82e9248_visualization.py"", ""/home/yukai/project/test/OpenDataBox/Workspace-Bench/evaluation/packages/hf_latest/tasks/lite/cn/127/data/e2255788b05171cc_data_process.py"", ""/home/yukai/project/test/OpenDataBox/Workspace-Bench/evaluation/packages/hf_latest/tasks/lite/cn/127/data/e7f3387113605ae4_web_network.py"", ""/home/yukai/project/test/OpenDataBox/Workspace-Bench/evaluation/packages/hf_latest/tasks/lite/cn/127/data/f16f8055bf0dff2a_parsing.py"", ""/home/yukai/project/test/OpenDataBox/Workspace-Bench/evaluation/packages/hf_latest/tasks/lite/cn/127/data/f959101505b37898_database.py""]",0.96,[],
